PWID	Pathwaytitle	geneProduct	genename	ensembl	types
WP4657	22q11.2 copy number variation syndrome	CHEBI:25094	lysine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	CHEBI:16810	2OG		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5407	15q11q13 copy number variation	ENSG00000198668	Calmodulin	ENSG00000198668	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	ENSG00000171720	HDAC3	ENSG00000171720	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	CHEBI:456216	ADP		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	ENSG00000107562	SDF-1	ENSG00000107562	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	ENSG00000129757	CDKN1C	ENSG00000129757	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P03372	SUMO1-5K-ESR1	ENSG00000091831	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	WP78	TCA (Krebs)cycle		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5402	10q22q23 copy number variation	ENSG00000165678	GHITM	ENSG00000165678	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000155511	GRIA1	ENSG00000155511	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP5402	10q22q23 copy number variation	CHEBI:59789	SAM		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5346	8p23.1 copy number variation syndrome	CHEBI:44120	[thioredoxin]-dithiol		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5406	13q12.12 copy number variation	ENSG00000050748	SAPK (MAPK9)	ENSG00000050748	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	P0CG48	Ub-619-UBC(609-684)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4942	15q13.3 copy number variation syndrome	ENSG00000144554	FANCD2	ENSG00000144554	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	WP428	WNT signaling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5407	15q11q13 copy number variation	ENSG00000101222	SPEF1	ENSG00000101222	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P01112	RAS	ENSG00000174775	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4940	15q11.2 copy number variation syndrome	ENSG00000140157	NIPA2	ENSG00000140157	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P00533	EGFR G598V	ENSG00000146648	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	ENSG00000139515	PDX-1	ENSG00000139515	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	R-HSA-1843077	p-ERBB4 JM-A homodimers		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP2781	Signaling by ERBB4	P0CG47	N6-glycyl-L-lysine-UBB(153-228)	ENSG00000170315	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	WP481	Insulin action		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4932	7q11.23 copy number variation syndrome	ENSG00000170142	UBE2E1	ENSG00000170142	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000132155	RAF1	ENSG00000132155	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	R-HSA-1253326	ERBB4s80:TAB2:NCOR1		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP5402	10q22q23 copy number variation	WP428	Wnt Signaling Pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5407	15q11q13 copy number variation	ENSG00000142192	APP gene	ENSG00000142192	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP5402	10q22q23 copy number variation	ENSG00000151224	MAT1A	ENSG00000151224	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	R-HSA-113595	Ub		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP2781	Signaling by ERBB4	R-HSA-1977955	ERBB4:ERBB3 heterodimer		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP5406	13q12.12 copy number variation	CHEBI:17552	GDP [plasma membrane]		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	R-HSA-1253312	TAB2:NCOR1		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP2781	Signaling by ERBB4	P18505	GABRB1	ENSG00000163288	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5407	15q11q13 copy number variation	ENSG00000119139	TJP2	ENSG00000119139	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	Ub-291-UBC(229-304)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	CHEBI:57844	L-Met		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	WP78	Citrate Cycle		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5402	10q22q23 copy number variation	ENSG00000171984	SHLD1	ENSG00000171984	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P46937	YAP1	ENSG00000137693	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	P00533	EGFR T263P	ENSG00000146648	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	WP78	Citric acid cycle		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP408	Oxidative stress response	50507	NOX4	ENSG00000086991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4083	Reelin signaling pathway	P98155	VLDLR	ENSG00000147852	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5407	15q11q13 copy number variation	CHEBI:29108	calcium		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5346	8p23.1 copy number variation syndrome	WP400	p38 MAPK signaling pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4222	Phosphodiesterases in neuronal function	ENSG00000172572	PDE3A	ENSG00000172572	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000171791	BCL2 gene	ENSG00000171791	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	MIMAT0004766	hsa-miR-146b-3p		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Rna
WP4222	Phosphodiesterases in neuronal function	ENSG00000123201	sGC	ENSG00000123201	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000141510	TP53 gene	ENSG00000141510	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000099917	MED15	ENSG00000099917	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000081189	MEF2C gene	ENSG00000081189	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein|http://vocabularies.wikipathways.org/wp#Rna
WP5407	15q11q13 copy number variation	CHEBI:29108	[Ca2+]i		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000104067	TJP1	ENSG00000104067	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000215012	RTL10	ENSG00000215012	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	ENSG00000164742	Adenyl Cyclase	ENSG00000164742	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	ENSG00000173039	NFKB3	ENSG00000173039	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000213639	PPP1CB	ENSG00000213639	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4906	3q29 copy number variation syndrome	3001028	Estrone sulfate		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4222	Phosphodiesterases in neuronal function	ENSG00000184845	DRD1	ENSG00000184845	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	CHEBI:6067	Retinoic acid		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000183072	NKX2-5	ENSG00000183072	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000070808	CAMK2A	ENSG00000070808	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein|http://vocabularies.wikipathways.org/wp#Rna
WP4222	Phosphodiesterases in neuronal function	ENSG00000121281	ADCY7	ENSG00000121281	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	R-HSA-1254403	ERBB4s80		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4905	1q21.1 copy number variation syndrome	WP428	WNT signaling pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4222	Phosphodiesterases in neuronal function	ENSG00000155897	ADCY8	ENSG00000155897	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	R-HSA-109783	p21 RAS:GTP		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4657	22q11.2 copy number variation syndrome	WP4083	Reelin signalling pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4905	1q21.1 copy number variation syndrome	ENSG00000121743	GJA3	ENSG00000121743	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000207741	MIR590	ENSG00000207741	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000223553	SMPD4P1	ENSG00000223553	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	Ub-11-UBC(1-76)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4222	Phosphodiesterases in neuronal function	ENSG00000132915	PDE6A	ENSG00000132915	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	CHEBI:29108	Ca2+ efflux		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	268	Notch signalling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP3584	MECP2 and associated Rett syndrome	ENSG00000221869	C/EBP	ENSG00000221869	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	CHEBI:30616	ATP		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	ENSG00000131095	GFAP	ENSG00000131095	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000164107	HAND2	ENSG00000164107	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000142208	PKB/AKT	ENSG00000142208	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	WP35	Gi Pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5406	13q12.12 copy number variation	WP254	Apoptosis pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4932	7q11.23 copy number variation syndrome	CHEBI:50324	guanosine 5'-monophosphate residue		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	ENSG00000109320	NF-kB	ENSG00000109320	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000065154	OAT	ENSG00000065154	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	CHEBI:136412	5'-end 5'-monophospho- 2'-deoxyribonucleoside-DNA		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	ENSG00000238391	RNA5SP233	ENSG00000238391	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5406	13q12.12 copy number variation	ENSG00000127191	TRAF2	ENSG00000127191	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000249680	TUBA3GP	ENSG00000249680	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	Q15303-3	p-Y1172,Y1226-ERBB4 JM-A CYT-2 isoform		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4932	7q11.23 copy number variation syndrome	CHEBI:18111	rRNA		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP3584	MECP2 and associated Rett syndrome	ENSG00000169057	MECP2	ENSG00000169057	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000196712	NF1	ENSG00000196712	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000176428	VPS37D	ENSG00000176428	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	CHEBI:14321	Glutamate		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000103148	NPRL3	ENSG00000103148	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P16949	STMN1	ENSG00000117632	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000189056	RELN	ENSG00000189056	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	ENSG00000171408	PDE7B	ENSG00000171408	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P05814	CSN2	ENSG00000135222	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	ENSG00000105963	ADAP1 gene	ENSG00000105963	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4906	3q29 copy number variation syndrome	ENSG00000105329	TGFB1	ENSG00000105329	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4906	3q29 copy number variation syndrome	ENSG00000212146	RNU6-910P	ENSG00000212146	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000139687	pRB	ENSG00000139687	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP4906	3q29 copy number variation syndrome	CHEBI:29999	L-serine residue		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P06401	SUMO1-K7,K388,K531-PGR	ENSG00000082175	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP408	Oxidative stress response	25828	TXN2	ENSG00000100348	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP408	Oxidative stress response	2353	C-FOS	ENSG00000170345	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein|http://vocabularies.wikipathways.org/wp#Rna
WP5346	8p23.1 copy number variation syndrome	CHEBI:57783	NADPH		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5346	8p23.1 copy number variation syndrome	CHEBI:15377	H2O		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4083	Reelin signaling pathway	CHEBI:456216	ADP		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	CHEBI:18357	NAd		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	ENSG00000091140	DLD	ENSG00000091140	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000161681	SHANK1	ENSG00000161681	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	MI0015893	hsa-mir-4284	ENSG00000265724	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	ENSG00000160188	RSPH1	ENSG00000160188	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000103126	AXIN1 gene	ENSG00000103126	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	ENSG00000172426	RSPH9	ENSG00000172426	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5406	13q12.12 copy number variation	ENSG00000067560	RHOA	ENSG00000067560	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000141510	TP53 gene	ENSG00000141510	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	ENSG00000112715	VEGF	ENSG00000112715	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	HMDB0000214	Ornithine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	CHEBI:29108	Ca(2+)		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	ENSG00000148672	GLUD1	ENSG00000148672	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000164093	PITX2 Gene	ENSG00000164093	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	WP3585	Cytosine methylation		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP408	Oxidative stress response	4501	MT1X	ENSG00000187193	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	http://rdf.wikipathways.org/Pathway/WP5402_r127208/Complex/af585	Nuclear mitotic cohesin complex		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP3584	MECP2 and associated Rett syndrome	CHEBI:16865	γ-aminobutyric acid		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4942	15q13.3 copy number variation syndrome	ENSG00000259845	HERC2P10	ENSG00000259845	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5408	15q25 copy number variation	CHEBI:30013	L-threonine residue		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000178732	GP5	ENSG00000178732	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	ENSG00000207702	MIR211	ENSG00000207702	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000111640	GAPDH	ENSG00000111640	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4875	Disruption of postsynaptic signaling by CNV	CHEBI:29108	[Ca2+]i		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	CHEBI:1582	3MT		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	WP428	WNT Signaling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP2781	Signaling by ERBB4	P00533	EGFR L858R;T790M	ENSG00000146648	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5408	15q25 copy number variation	ENSG00000169609	C15orf40	ENSG00000169609	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	WP428	Wnt Signaling Pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4905	1q21.1 copy number variation syndrome	WP428	Wnt Signaling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5346	8p23.1 copy number variation syndrome	ENSG00000137497	NUMA1	ENSG00000137497	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	MIMAT0026555	hsa-miR-329-5p		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Rna
WP2781	Signaling by ERBB4	P48061	CXCL12(22-93)	ENSG00000107562	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
