"CNVassociated","disgenet_curated","Ensembl","Entrez_gene","fromDisGeNET","fromPublication","fromWikiPathways","gdascore","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
,,"ENSG00000168769",,,,"1",,"166","TET2","TET2","TET2","WP3584",,"false","TET2",,"ENSG00000168769","ensembl"
,"CTD_human","ENSG00000187626","387032","1",,,"0.42","395","ZKSCAN4","ZKSCAN4","ZKSCAN4",,,"false","ZKSCAN4",,,
,"CTD_human","ENSG00000180914","5021","1",,,"0.39","164","OXTR","OXTR","OXTR",,,"false","OXTR",,,
"1","PSYGENET","ENSG00000161681","50944","1",,"1","0.32","164","SHANK1","SHANK, SHANK1;SHANK1","SHANK1","WP4875, WP5408",,"false","SHANK, SHANK1;SHANK1",,"ENSG00000161681","ensembl"
"1",,"ENSG00000244486",,,,"1",,"396","SCARF2","SCARF2","SCARF2","WP4657",,"false","SCARF2",,"ENSG00000244486","ensembl"
"1",,"ENSG00000174007",,,,"1",,"317","CEP19","CEP19","CEP19;ENSG00000174007","WP4906",,"false","CEP19",,"ENSG00000174007","ensembl"
,"PSYGENET","ENSG00000101327","5173","1",,,"0.33","164","PDYN","PDYN","PDYN",,,"false","PDYN",,,
"1",,"ENSG00000079974",,,,"1",,"317","RABL2B","RABL2B","ENSG00000079974;RABL2B","WP4906",,"false","RABL2B",,"ENSG00000079974","ensembl"
,"PSYGENET","ENSG00000110324","3587","1",,,"0.33","171","IL10RA","IL10RA","IL10RA",,,"false","IL10RA",,,
"1",,"ENSG00000198947",,,,"1",,"164","DMD","DMD, DMD (+mutations)","DMD, DMD (+mutations)","WP5406",,"false","DMD, DMD (+mutations)",,"ENSG00000198947","ensembl"
"1",,"ENSG00000054598",,,,"1",,"166","FOXC1","FOXC1","ENSG00000054598;FOXC1","WP4657",,"false","FOXC1",,"ENSG00000054598","ensembl"
"1",,"ENSG00000181856",,,,"1",,"166","SLC2A4","GATA4, GLUT1, GLUT4, SLC2A4","ENSG00000181856;GATA4, GLUT1, GLUT4, SLC2A4","WP4657, WP5346",,"false","GATA4, GLUT1, GLUT4, SLC2A4",,"ENSG00000181856","ensembl"
,"PSYGENET","ENSG00000176974","6470","1",,,"0.31","188","SHMT1","SHMT1","SHMT1",,,"false","SHMT1",,,
,"PSYGENET","ENSG00000068796","3796","1",,,"0.31","165","KIF2A","KIF2A","KIF2A",,,"false","KIF2A",,,
,"CTD_human","ENSG00000169567","3094","1",,,"0.37","397","HINT1","HINT1","HINT1",,,"false","HINT1",,,
,"PSYGENET","ENSG00000173898","6712","1",,,"0.31","185","SPTBN2","SPTBN2","SPTBN2",,,"false","SPTBN2",,,
,"PSYGENET","ENSG00000022355","2554","1",,,"0.35","206","GABRA1","GABRA1","GABRA1",,,"false","GABRA1",,,
,"PSYGENET","ENSG00000108819","84687","1",,,"0.33","164","PPP1R9B","PPP1R9B","PPP1R9B",,,"false","PPP1R9B",,,
"1",,"ENSG00000149929",,,,"1",,"398","HIRIP3","HIRIP3","ENSG00000149929;HIRIP3","WP4657",,"false","HIRIP3",,"ENSG00000149929","ensembl"
,"PSYGENET","ENSG00000175567","7351","1",,,"0.32","166","UCP2","UCP2","UCP2",,,"false","UCP2",,,
,"PSYGENET","ENSG00000204525","3107","1",,,"0.38","175","HLA-C","HLA-C","HLA-C",,,"false","HLA-C",,,
,,"ENSG00000105880",,,,"1",,"215","DLX5","DLX5","DLX5;ENSG00000105880","WP3584",,"false","DLX5",,"ENSG00000105880","ensembl"
"1",,"ENSG00000259511",,,,"1",,"399","UBE2Q2L","UBE2Q2L","UBE2Q2L","WP5408",,"false","UBE2Q2L",,"ENSG00000259511","ensembl"
"1","PSYGENET","ENSG00000184113","7122","1",,"1","0.39","178","CLDN5","CLDN5","CLDN5;CLDN5;ENSG00000184113","WP4657, WP4932",,"false","CLDN5",,"ENSG00000184113","ensembl"
,"PSYGENET","ENSG00000121764","3061","1",,,"0.32","400","HCRTR1","HCRTR1","HCRTR1",,,"false","HCRTR1",,,
"1",,"ENSG00000151224",,,,"1",,"188","MAT1A","MAT1A","ENSG00000151224;MAT1A","WP5402",,"false","MAT1A",,"ENSG00000151224","ensembl"
,,"ENSG00000117020",,,"1",,,"166","AKT3","AKT3","AKT3",,"10.1038/s41586-022-04434-5","false","AKT3","rs61833239",,
,"PSYGENET","ENSG00000163288","2560","1",,,"0.32","206","GABRB1","GABRB1","GABRB1",,,"false","GABRB1",,,
,"PSYGENET","ENSG00000110092","595","1",,,"0.33","166","CCND1","CCND1","CCND1",,,"false","CCND1",,,
"1",,"ENSG00000165171",,,,"1",,"401","METTL27","METTL27","METTL27","WP4932",,"false","METTL27",,"ENSG00000165171","ensembl"
,"PSYGENET","ENSG00000135625","1961","1",,,"0.33","402","EGR4","EGR4","EGR4",,,"false","EGR4",,,
"1","PSYGENET","ENSG00000137309","3159","1",,"1","0.31","166","HMGA1","HMGA1","ENSG00000137309;HMGA1;HMGA1","WP4932",,"false","HMGA1",,"ENSG00000137309","ensembl"
,"PSYGENET","ENSG00000110104","79080","1",,,"0.31","403","CCDC86","CCDC86","CCDC86",,,"false","CCDC86",,,
"1",,"ENSG00000144061",,,,"1",,"245","NPHP1","NPHP1","ENSG00000144061;NPHP1","WP5399",,"false","NPHP1",,"ENSG00000144061","ensembl"
"1",,"ENSG00000154328",,,,"1",,"165","NEIL2","NEIL2","ENSG00000154328;NEIL2","WP5346",,"false","NEIL2",,"ENSG00000154328","ensembl"
,"PSYGENET","ENSG00000197965","9019","1",,,"0.31","166","MPZL1","MPZL1","MPZL1",,,"false","MPZL1",,,
"1","CTD_human","ENSG00000251322","85358","1",,"1","0.7","164","SHANK3","SHANK3","ENSG00000251322;SHANK3;SHANK3","WP5408",,"false","SHANK3",,"ENSG00000251322","ensembl"
,"PSYGENET","ENSG00000106852","26468","1",,,"0.33","404","LHX6","LHX6","LHX6",,,"false","LHX6",,,
,"CTD_human","ENSG00000166887","23339","1",,,"0.31","405","VPS39","VPS39","VPS39",,,"false","VPS39",,,
,"PSYGENET","ENSG00000116741","5997","1",,,"0.32","164","RGS2","RGS2","RGS2",,,"false","RGS2",,,
,"PSYGENET","ENSG00000130816","1786","1",,,"0.4","166","DNMT1","DNMT1","DNMT1",,,"false","DNMT1",,,
,"PSYGENET","ENSG00000133083","9201","1",,,"0.32","406","DCLK1","DCLK1","DCLK1",,,"false","DCLK1",,,
"1",,"ENSG00000141367",,,,"1",,"369","CLTC","CLTC","CLTC","WP4932",,"false","CLTC",,"ENSG00000141367","ensembl"
"1",,"ENSG00000152661",,,,"1",,"178","GJA1","GJA1","ENSG00000152661;GJA1","WP4905, WP5407",,"false","GJA1",,"ENSG00000152661","ensembl"
"1",,"ENSG00000142192",,,,"1",,"171","APP","APP, Amyloid-beta precursor protein","APP, Amyloid-beta precursor protein;ENSG00000142192","WP5407",,"false","APP, Amyloid-beta precursor protein",,"ENSG00000142192","ensembl"
"1","PSYGENET","ENSG00000096717","23411","1",,"1","0.33","166","SIRT1","NAD-dependent protein deacetylase sirtuin-1, SIRT1;SIRT1","SIRT1","WP4906",,"false","NAD-dependent protein deacetylase sirtuin-1, SIRT1;SIRT1",,"ENSG00000096717","ensembl"
,"CTD_human","ENSG00000142319","6531","1",,,"0.6","170","SLC6A3","SLC6A3","SLC6A3",,,"false","SLC6A3",,,
"1",,"ENSG00000170788",,,,"1",,"407","DYDC1","DYDC1","DYDC1;ENSG00000170788","WP5402",,"false","DYDC1",,"ENSG00000170788","ensembl"
,"PSYGENET","ENSG00000142224","29949","1",,,"0.31","171","IL19","IL19","IL19",,,"false","IL19",,,
,,"ENSG00000185527",,,,"1",,"176","PDE6G","PDE6G","PDE6G","WP4222",,"false","PDE6G",,"ENSG00000185527","ensembl"
,"CTD_human","ENSG00000181378","255101","1",,,"0.3","408","CFAP65","CFAP65","CFAP65",,,"false","CFAP65",,,
,,"ENSG00000078295",,,,"1",,"164","ADCY2","ADCY2","ADCY2","WP4222",,"false","ADCY2",,"ENSG00000078295","ensembl"
,"PSYGENET","ENSG00000163064","2019","1",,,"0.31","409","EN1","EN1","EN1",,,"false","EN1",,,
,"PSYGENET","ENSG00000164885","1020","1",,,"0.31","166","CDK5","CDK5","CDK5",,,"false","CDK5",,,
,"PSYGENET","ENSG00000151790","6999","1",,,"0.32","170","TDO2","TDO2","TDO2",,,"false","TDO2",,,
"1",,"ENSG00000182957",,,,"1",,"171","SPATA13","SPATA13","ENSG00000182957;SPATA13","WP5406",,"false","SPATA13",,"ENSG00000182957","ensembl"
,,"ENSG00000234906",,,,"1",,"171","APOC2","APOC2","APOC2","WP3584",,"false","APOC2",,"ENSG00000234906","ensembl"
"1",,"ENSG00000106665",,,,"1",,"231","CLIP2","CLIP2","CLIP2;ENSG00000106665","WP4932",,"false","CLIP2",,"ENSG00000106665","ensembl"
,"PSYGENET","ENSG00000114646","10675","1",,,"0.31","410","CSPG5","CSPG5","CSPG5",,,"false","CSPG5",,,
,"PSYGENET","ENSG00000113327","2566","1",,,"0.34","206","GABRG2","GABRG2","GABRG2",,,"false","GABRG2",,,
,"PSYGENET","ENSG00000108602","218","1",,,"0.31","170","ALDH3A1","ALDH3A1","ALDH3A1",,,"false","ALDH3A1",,,
,"PSYGENET","ENSG00000150594","150","1",,,"0.34","170","ADRA2A","ADRA2A","ADRA2A",,,"false","ADRA2A",,,
,,"ENSG00000113916",,,,"1",,"166","BCL6","BCL6","BCL6","WP3584",,"false","BCL6",,"ENSG00000113916","ensembl"
"1",,"ENSG00000100150",,,,"1",,"191","DEPDC5","DEPDC5","DEPDC5;ENSG00000100150","WP4657",,"false","DEPDC5",,"ENSG00000100150","ensembl"
"1",,"ENSG00000133665",,,,"1",,"411","DYDC2","DYDC2","DYDC2","WP5402",,"false","DYDC2",,"ENSG00000133665","ensembl"
,"PSYGENET","ENSG00000196277","2917","1",,,"0.4","164","GRM7","GRM7","GRM7",,,"false","GRM7",,,
"1",,"ENSG00000117461",,,,"1",,"171","PIK3R3","PIK3R3, p55-y","ENSG00000117461;PIK3R3, p55-y","WP4906",,"false","PIK3R3, p55-y",,"ENSG00000117461","ensembl"
,"PSYGENET","ENSG00000120885","1191","1",,,"0.33","171","CLU","CLU","CLU",,,"false","CLU",,,
,"PSYGENET","ENSG00000140025","90141","1",,,"0.31","412","EFCAB11","EFCAB11","EFCAB11",,,"false","EFCAB11",,,
"1",,"ENSG00000181092",,,,"1",,"166","ADIPOQ","ADIPOQ, Adiponectin","ADIPOQ, Adiponectin;ENSG00000181092","WP5406",,"false","ADIPOQ, Adiponectin",,"ENSG00000181092","ensembl"
"1","PSYGENET","ENSG00000120251","2891","1",,"1","0.36","164","GRIA2","GRIA2","GRIA2","WP5398",,"false","GRIA2",,"ENSG00000120251","ensembl"
,,"ENSG00000171862",,,,"1",,"171","PTEN","PTEN","PTEN","WP3584",,"false","PTEN",,"ENSG00000171862","ensembl"
,,"ENSG00000122778",,,"1",,,"413","KIAA1549","KIAA1549","KIAA1549",,"10.1038/s41586-022-04434-5","false","KIAA1549","rs10243922",,
,"PSYGENET","ENSG00000122585","4852","1",,,"0.4","164","NPY","NPY","NPY",,,"false","NPY",,,
"1",,"ENSG00000197386",,,,"1",,"166","HTT","HTT","ENSG00000197386;HTT","WP5408",,"false","HTT",,"ENSG00000197386","ensembl"
"1","PSYGENET","ENSG00000128918","8854","1",,"1","0.42","170","ALDH1A2","ALDH1A2","ALDH1A2;ALDH1A2;ENSG00000128918","WP4657",,"false","ALDH1A2",,"ENSG00000128918","ensembl"
,"CTD_human","ENSG00000140464","5371","1",,,"0.3","166","PML","PML","PML",,,"false","PML",,,
"1",,"ENSG00000155974",,,,"1",,"164","GRIP1","GRIP1","ENSG00000155974;GRIP1","WP4932",,"false","GRIP1",,"ENSG00000155974","ensembl"
"1",,"ENSG00000141385",,,,"1",,"166","AFG3L2","AFG3L2","AFG3L2;ENSG00000141385","WP5402",,"false","AFG3L2",,"ENSG00000141385","ensembl"
"1",,"ENSG00000166851",,,,"1",,"165","PLK1","PLK1","ENSG00000166851;PLK1","WP4657",,"false","PLK1",,"ENSG00000166851","ensembl"
"1",,"ENSG00000110799",,,,"1",,"188","VWF","VWF","VWF","WP4657",,"false","VWF",,"ENSG00000110799","ensembl"
,"PSYGENET","ENSG00000128512","9732","1",,,"0.42","193","DOCK4","DOCK4","DOCK4",,,"false","DOCK4",,,
,,"ENSG00000211445",,,,"1",,"170","GPX3","GPX 3, GPX3","GPX 3, GPX3","WP408",,"false","GPX 3, GPX3",,"2878","ncbigene"
,,"ENSG00000113231",,,,"1",,"176","PDE8B","PDE8B","PDE8B","WP4222",,"false","PDE8B",,"ENSG00000113231","ensembl"
"1",,"ENSG00000131323",,,,"1",,"171","TRAF3","TRAF3","TRAF3","WP5406",,"false","TRAF3",,"ENSG00000131323","ensembl"
,"PSYGENET","ENSG00000187010","6007","1",,,"0.33","414","RHD","RHD","RHD",,,"false","RHD",,,
"1",,"ENSG00000198887",,,,"1",,"165","SMC5","SMC5","SMC5","WP5407",,"false","SMC5",,"Q8IY18","uniprot"
"1","CTD_human","ENSG00000273079","2904","1",,"1","0.7","164","GRIN2B","GRIN2B","GRIN2B","WP4222, WP4875, WP5398",,"false","GRIN2B",,"ENSG00000273079","ensembl"
,,"ENSG00000164116",,,,"1",,"164","GUCY1A1","GUCY1A1, GUCY1A3","GUCY1A1, GUCY1A3","WP4222",,"false","GUCY1A1, GUCY1A3",,"ENSG00000164116","ensembl"
,,"ENSG00000170571",,,"1",,,"415","EMB","EMB","EMB",,"10.1038/s41586-022-04434-5","false","EMB","rs8175378",,
"1",,"ENSG00000117394",,,,"1",,"166","SLC2A1","GLUT1, SLC2A1","ENSG00000117394;GLUT1, SLC2A1","WP5408",,"false","GLUT1, SLC2A1",,"ENSG00000117394","ensembl"
,"PSYGENET","ENSG00000130643","50632","1",,,"0.31","164","CALY","CALY","CALY",,,"false","CALY",,,
"1",,"ENSG00000089225",,,,"1",,"178","TBX5","TBX5","ENSG00000089225;TBX5","WP5346",,"false","TBX5",,"ENSG00000089225","ensembl"
,"PSYGENET","ENSG00000091583","350","1",,,"0.31","171","APOH","APOH","APOH",,,"false","APOH",,,
"1",,"ENSG00000155975",,,,"1",,"251","VPS37A","VPS37A","VPS37A","WP4932",,"false","VPS37A",,"ENSG00000155975","ensembl"
,"PSYGENET","ENSG00000146013","2676","1",,,"0.31","171","GFRA3","GFRA3","GFRA3",,,"false","GFRA3",,,
"1",,"ENSG00000166405",,,,"1",,"173","RIC3","RIC3","ENSG00000166405;RIC3","WP5407",,"false","RIC3",,"ENSG00000166405","ensembl"
,"PSYGENET","ENSG00000148346","3934","1",,,"0.31","171","LCN2","LCN2","LCN2",,,"false","LCN2",,,
,"PSYGENET","ENSG00000165868","259217","1",,,"0.31","416","HSPA12A","HSPA12A","HSPA12A",,,"false","HSPA12A",,,
"1",,"ENSG00000099960",,,,"1",,"417","SLC7A4","SLC7A4","SLC7A4","WP4657",,"false","SLC7A4",,"ENSG00000099960","ensembl"
"1",,"ENSG00000145491",,,,"1",,"418","ROPN1L","ROPN1L","ROPN1L","WP5402",,"false","ROPN1L",,"ENSG00000145491","ensembl"
"1",,"ENSG00000143226",,,,"1",,"188","FCGR2A","FCGR2A","ENSG00000143226;FCGR2A","WP5346",,"false","FCGR2A",,"ENSG00000143226","ensembl"
,"PSYGENET","ENSG00000054282","10806","1",,,"0.41","419","SDCCAG8","SDCCAG8","SDCCAG8",,,"false","SDCCAG8",,,
"1",,"ENSG00000184647",,,,"1",,"420","PRSS55","PRSS55","PRSS55","WP5346",,"false","PRSS55",,"ENSG00000184647","ensembl"
,"PSYGENET","ENSG00000091831","2099","1",,,"0.4","166","ESR1","ESR1","ESR1",,,"false","ESR1",,,
,"PSYGENET","ENSG00000166862","10369","1",,,"0.35","164","CACNG2","CACNG2","CACNG2",,,"false","CACNG2",,,
"1",,"ENSG00000070193",,,,"1",,"171","FGF10","FGF10","ENSG00000070193;FGF10","WP4657",,"false","FGF10",,"ENSG00000070193","ensembl"
"1",,"ENSG00000106682",,,,"1",,"193","EIF4H","EIF4H","EIF4H;ENSG00000106682","WP4932",,"false","EIF4H",,"ENSG00000106682","ensembl"
"1",,"ENSG00000184702",,,,"1",,"188","SEPTIN5","SEPTIN5","ENSG00000184702;SEPTIN5","WP4657",,"false","SEPTIN5",,"ENSG00000184702","ensembl"
"1",,"ENSG00000136573",,,,"1",,"421","BLK","BLK","BLK;ENSG00000136573","WP5346",,"false","BLK",,"ENSG00000136573","ensembl"
"1",,"ENSG00000178732",,,,"1",,"188","GP5","GP5","GP5","WP4657",,"false","GP5",,"ENSG00000178732","ensembl"
"1",,"ENSG00000099949",,,,"1",,"166","LZTR1","LZTR1","LZTR1","WP4657",,"false","LZTR1",,"ENSG00000099949","ensembl"
,"CTD_human","ENSG00000101200","551","1",,,"0.38","164","AVP","AVP","AVP",,,"false","AVP",,,
"1",,"ENSG00000151835",,,,"1",,"422","SACS","SACS","ENSG00000151835;SACS","WP5406",,"false","SACS",,"ENSG00000151835","ensembl"
"1",,"ENSG00000159199",,,,"1",,"195","ATP5MC1","ATP5MC1","ATP5MC1","WP4932",,"false","ATP5MC1",,"ENSG00000159199","ensembl"
,"PSYGENET","ENSG00000134184","2944","1",,,"0.39","170","GSTM1","GSTM1","GSTM1",,,"false","GSTM1",,,
"1",,"ENSG00000104626",,,,"1",,"166","ERI1","ERI1","ENSG00000104626;ERI1","WP5346",,"false","ERI1",,"ENSG00000104626","ensembl"
"1","CTD_human","ENSG00000115310","57142","1",,"1","0.4","184","RTN4","RTN4","ENSG00000115310;RTN4;RTN4","WP4657, WP5406",,"false","RTN4",,"ENSG00000115310","ensembl"
"1",,"ENSG00000228253",,,,"1",,"195","MT-ATP8","ATP8","ATP8","WP4932",,"false","ATP8",,"ENSG00000228253","ensembl"
"1",,"ENSG00000163348",,,,"1",,"166","PYGO2","PYGO2","PYGO2","WP4905",,"false","PYGO2",,"ENSG00000163348","ensembl"
"1",,"ENSG00000124172",,,,"1",,"195","ATP5F1E","ATP5E","ATP5E","WP4932",,"false","ATP5E",,"ENSG00000124172","ensembl"
,"PSYGENET","ENSG00000213366","2946","1",,,"0.33","170","GSTM2","GSTM2","GSTM2",,,"false","GSTM2",,,
"1",,"ENSG00000265107",,,,"1",,"178","GJA5","GJA5","GJA5","WP4905",,"false","GJA5",,"ENSG00000265107","ensembl"
,"PSYGENET","ENSG00000100427","23209","1",,,"0.39","423","MLC1","MLC1","MLC1",,,"false","MLC1",,,
,"CTD_human","ENSG00000157570","90139","1",,,"0.45","424","TSPAN18","TSPAN18","TSPAN18",,,"false","TSPAN18",,,
,"PSYGENET","ENSG00000184347","6586","1",,,"0.31","425","SLIT3","SLIT3","SLIT3",,,"false","SLIT3",,,
"1","PSYGENET","ENSG00000106089","6804","1",,"1","0.32","170","STX1A","STX1A","ENSG00000106089;STX1A;STX1A","WP4875, WP4932, WP5407",,"false","STX1A",,"ENSG00000106089","ensembl"
"1","PSYGENET","ENSG00000161509","2905","1",,"1","0.34","164","GRIN2C","GRIN2C","GRIN2C","WP4222, WP4875, WP5398",,"false","GRIN2C",,"ENSG00000161509","ensembl"
,,"ENSG00000137843",,,"1",,,"171","PAK6","PAK6","PAK6",,"10.1038/s41586-022-04434-5","false","PAK6","rs56205728",,
"1",,"ENSG00000130640",,,,"1",,"216","TUBGCP2","TUBGCP2","TUBGCP2","WP4940",,"false","TUBGCP2",,"ENSG00000130640","ensembl"
,"PSYGENET","ENSG00000138071","10097","1",,,"0.33","171","ACTR2","ACTR2","ACTR2",,,"false","ACTR2",,,
,"PSYGENET","ENSG00000197406","1735","1",,,"0.31","426","DIO3","DIO3","DIO3",,,"false","DIO3",,,
,"PSYGENET","ENSG00000176136","4161","1",,,"0.31","427","MC5R","MC5R","MC5R",,,"false","MC5R",,,
,"PSYGENET","ENSG00000077498","7299","1",,,"0.34","165","TYR","TYR","TYR",,,"false","TYR",,,
,"PSYGENET","ENSG00000119912","3416","1",,,"0.31","171","IDE","IDE","IDE",,,"false","IDE",,,
,"PSYGENET","ENSG00000048052","9734","1",,,"0.32","166","HDAC9","HDAC9","HDAC9",,,"false","HDAC9",,,
"1",,"ENSG00000036257",,,,"1",,"166","CUL3","CUL3","CUL3","WP4657",,"false","CUL3",,"ENSG00000036257","ensembl"
,"PSYGENET","ENSG00000198055","2870","1",,,"0.31","164","GRK6","GRK6","GRK6",,,"false","GRK6",,,
,"CTD_human","ENSG00000129167","7166","1",,,"0.4","170","TPH1","TPH1","TPH1",,,"false","TPH1",,,
"1",,"ENSG00000197442",,,,"1",,"166","MAP3K5","MAP3K5, p38MAPK","ENSG00000197442;MAP3K5, p38MAPK","WP5412",,"false","MAP3K5, p38MAPK",,"ENSG00000197442","ensembl"
"1",,"ENSG00000134769",,,,"1",,"164","DTNA","DTNA","DTNA","WP5406",,"false","DTNA",,"ENSG00000134769","ensembl"
,"CTD_human","ENSG00000139697","55206","1",,,"0.3","428","SBNO1","SBNO1","SBNO1",,,"false","SBNO1",,,
,"CTD_human","ENSG00000128335","23780","1",,,"0.41","429","APOL2","APOL2","APOL2",,,"false","APOL2",,,
,,"ENSG00000138675",,,,"1",,"171","FGF5","FGF5","FGF5","WP3584",,"false","FGF5",,"ENSG00000138675","ensembl"
,"PSYGENET","ENSG00000054392","55733","1",,,"0.41","430","HHAT","HHAT","HHAT",,,"false","HHAT",,,
,"CTD_human","ENSG00000196126","3123","1",,,"0.5","175","HLA-DRB1","HLA-DRB1","HLA-DRB1",,,"false","HLA-DRB1",,,
"1",,"ENSG00000214097",,,,"1",,"431","SMCO1","SMCO1","ENSG00000214097;SMCO1","WP4906",,"false","SMCO1",,"ENSG00000214097","ensembl"
,"PSYGENET","ENSG00000165092","216","1",,,"0.32","170","ALDH1A1","ALDH1A1","ALDH1A1",,,"false","ALDH1A1",,,
,"CTD_human","ENSG00000111642","1108","1",,,"0.3","166","CHD4","CHD4","CHD4",,,"false","CHD4",,,
"1",,"ENSG00000188175",,,,"1",,"432","HEPACAM2","HEPACAM2","ENSG00000188175;HEPACAM2","WP5346",,"false","HEPACAM2",,"ENSG00000188175","ensembl"
,"PSYGENET","ENSG00000277586","4747","1",,,"0.35","166","NEFL","NEFL","NEFL",,,"false","NEFL",,,
,,"ENSG00000130830",,,,"1",,"433","MPP1","MPP1","MPP1","WP3584",,"false","MPP1",,"ENSG00000130830","ensembl"
,"CTD_human","ENSG00000178038","259173","1",,,"0.3","434","ALS2CL","ALS2CL","ALS2CL",,,"false","ALS2CL",,,
"1",,"ENSG00000165215",,,,"1",,"178","CLDN3","CLDN3","CLDN3;ENSG00000165215","WP4657, WP4932",,"false","CLDN3",,"ENSG00000165215","ensembl"
"1",,"ENSG00000106077",,,,"1",,"435","ABHD11","ABHD11","ABHD11","WP4932",,"false","ABHD11",,"ENSG00000106077","ensembl"
,"PSYGENET","ENSG00000150672","1740","1",,"1","0.46","164","DLG2","DLG2","DLG2","WP4875",,"false","DLG2",,"ENSG00000150672","ensembl"
"1",,"ENSG00000185532",,,,"1",,"164","PRKG1","PRKG1","ENSG00000185532;PRKG1","WP4222, WP4932",,"false","PRKG1",,"ENSG00000185532","ensembl"
,,"ENSG00000152270",,,,"1",,"176","PDE3B","PDE3B","PDE3B","WP4222",,"false","PDE3B",,"ENSG00000152270","ensembl"
"1",,"ENSG00000180198",,,,"1",,"166","RCC1","RCC1","RCC1","WP4657",,"false","RCC1",,"ENSG00000180198","ensembl"
,"CTD_human","ENSG00000157103","6529","1",,,"0.54","206","SLC6A1","SLC6A1","SLC6A1",,,"false","SLC6A1",,,
,"PSYGENET","ENSG00000175445","4023","1",,,"0.32","171","LPL","LPL","LPL",,,"false","LPL",,,
"1",,"ENSG00000213123",,,,"1",,"176","DYNLT2B","TCTEX1D2","TCTEX1D2","WP4906",,"false","TCTEX1D2",,"ENSG00000213123","ensembl"
,"PSYGENET","ENSG00000102195","9248","1",,,"0.31","258","GPR50","GPR50","GPR50",,,"false","GPR50",,,
"1",,"ENSG00000152234",,,,"1",,"195","ATP5F1A","ATP5A1","ATP5A1","WP4932",,"false","ATP5A1",,"ENSG00000152234","ensembl"
"1","PSYGENET","ENSG00000136869","7099","1",,"1","0.38","171","TLR4","TLR4","ENSG00000136869;TLR4;TLR4","WP5346",,"false","TLR4",,"ENSG00000136869","ensembl"
,,"ENSG00000174840",,,,"1",,"436","PDE12","PDE12","PDE12","WP4222",,"false","PDE12",,"ENSG00000174840","ensembl"
"1",,"ENSG00000177169",,,,"1",,"166","ULK1","ULK1","ENSG00000177169;ULK1","WP4932, WP5412",,"false","ULK1",,"ENSG00000177169","ensembl"
"1",,"ENSG00000110955",,,,"1",,"195","ATP5F1B","ATP5B","ATP5B","WP4932",,"false","ATP5B",,"ENSG00000110955","ensembl"
,"CTD_human","ENSG00000113580","2908","1",,,"0.4","166","NR3C1","NR3C1","NR3C1",,,"false","NR3C1",,,
,"PSYGENET","ENSG00000160716","1141","1",,,"0.32","186","CHRNB2","CHRNB2","CHRNB2",,,"false","CHRNB2",,,
"1",,"ENSG00000140157",,,,"1",,"216","NIPA2","NIPA2","ENSG00000140157;NIPA2","WP4940",,"false","NIPA2",,"ENSG00000140157","ensembl"
,"PSYGENET","ENSG00000169727","2873","1",,,"0.31","166","GPS1","GPS1","GPS1",,,"false","GPS1",,,
,"PSYGENET","ENSG00000080644","1136","1",,,"0.42","186","CHRNA3","CHRNA3","CHRNA3",,,"false","CHRNA3",,,
,"PSYGENET","ENSG00000204516","4277","1",,,"0.32","437","MICB","MICB","MICB",,,"false","MICB",,,
"1",,"ENSG00000108823",,,,"1",,"164","SGCA","SGCA","SGCA","WP5406",,"false","SGCA",,"ENSG00000108823","ensembl"
,,"ENSG00000186895",,,,"1",,"171","FGF3","FGF3","FGF3","WP3584",,"false","FGF3",,"ENSG00000186895","ensembl"
,"CTD_human","ENSG00000158445","3745","1",,,"0.31","170","KCNB1","KCNB1","KCNB1",,,"false","KCNB1",,,
,"CTD_human","ENSG00000121410","1","1",,,"0.3","171","A1BG","A1BG","A1BG",,,"false","A1BG",,,
"1","PSYGENET","ENSG00000175344","1139","1",,"1","0.7","186","CHRNA7","CHRNA7","CHRNA7;CHRNA7;ENSG00000175344","WP4222, WP4942, WP5407",,"false","CHRNA7",,"ENSG00000175344","ensembl"
,"CTD_human","ENSG00000125538","3553","1",,,"0.4","171","IL1B","IL1B","IL1B",,,"false","IL1B",,,
,"PSYGENET","ENSG00000087258","2775","1",,,"0.39","170","GNAO1","GNAO1","GNAO1",,,"false","GNAO1",,,
"1",,"ENSG00000140092",,,,"1",,"200","FBLN5","FBLN5","FBLN5","WP4932",,"false","FBLN5",,"ENSG00000140092","ensembl"
,"PSYGENET","ENSG00000204580","780","1",,,"0.43","438","DDR1","DDR1","DDR1",,,"false","DDR1",,,
"1",,"ENSG00000186399",,,,"1",,"439","GOLGA8R","GOLGA8R","GOLGA8R","WP4942, WP5407",,"false","GOLGA8R",,"ENSG00000186399","ensembl"
,"CTD_human","ENSG00000154146","4900","1",,,"0.5","164","NRGN","NRGN","NRGN",,,"false","NRGN",,,
,"PSYGENET","ENSG00000100302","23551","1",,,"0.32","166","RASD2","RASD2","RASD2",,,"false","RASD2",,,
,"CTD_human","ENSG00000145375","166378","1",,,"0.3","440","SPATA5","SPATA5","SPATA5",,,"false","SPATA5",,,
,"CTD_human","ENSG00000215251","60493","1",,,"0.3","441","FASTKD5","FASTKD5","FASTKD5",,,"false","FASTKD5",,,
,"CTD_human","ENSG00000160712","3570","1",,,"0.34","171","IL6R","IL6R","IL6R",,,"false","IL6R",,,
