PathwayID	PathwayTitle	Identifier	name	Ensembl	NodeIDType	CNVassociated	NodeID
WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome	ENSG00000197822	OCLN, OCLN gene	ENSG00000197822	ensembl	1	ENSG00000197822
WP3584	MECP2 and associated Rett syndrome	ENSG00000106462	EZH2, EZH2 Gene	ENSG00000106462	ensembl	0	ENSG00000106462
WP4906	3q29 copy number variation syndrome	ENSG00000112130	RNF8	ENSG00000112130	ensembl	1	ENSG00000112130
WP3584, WP4222, WP4875	Disruption of postsynaptic signaling by CNV, MECP2 and associated Rett syndrome, Phosphodiesterases in neuronal function	ENSG00000070808	CAMK2A, CaMK2, CaMK2A	ENSG00000070808	ensembl	1	ENSG00000070808
WP2781, WP5406	13q12.12 copy number variation, Signaling by ERBB4	CHEBI:17552	GDP, GDP [cytosol], GDP [plasma membrane]		chebi	1	CHEBI:17552
WP4657	22q11.2 copy number variation syndrome	WP497	Urea cycel and metabolism of amino groups, Urea cycle, Urea cycle and metabolism of amino groups		wikipathways	1	WP497
WP4657	22q11.2 copy number variation syndrome	WP481	Insulin Receptor Signalling Pathway, Insulin Signaling, Insulin Signaling Pathway, Insulin Signalling, Insulin action, Insulin signaling		wikipathways	1	WP481
WP5408	15q25 copy number variation	ENSG00000259511	UBE2Q2L	ENSG00000259511	ensembl	1	ENSG00000259511
WP5406	13q12.12 copy number variation	ENSG00000027001	MIPEP	ENSG00000027001	ensembl	1	ENSG00000027001
WP2781	Signaling by ERBB4	R-HSA-8954176	ERBB4s80:TAB2:NCOR1:S100B gene		reactome	0	R-HSA-8954176
WP4657	22q11.2 copy number variation syndrome	CHEBI:6067	Retinoic acid		chebi	1	CHEBI:6067
WP3584	MECP2 and associated Rett syndrome	ENSG00000120948	TARDBP	ENSG00000120948	ensembl	0	ENSG00000120948
WP3584	MECP2 and associated Rett syndrome	ENSG00000138336	TET1	ENSG00000138336	ensembl	0	ENSG00000138336
WP5402	10q22q23 copy number variation	ENSG00000122376	SHLD2	ENSG00000122376	ensembl	1	ENSG00000122376
WP4657	22q11.2 copy number variation syndrome	ENSG00000103148	NPRL3	ENSG00000103148	ensembl	1	ENSG00000103148
WP4657	22q11.2 copy number variation syndrome	ENSG00000066468	FGFR2	ENSG00000066468	ensembl	1	ENSG00000066468
WP4906	3q29 copy number variation syndrome	ENSG00000165169	DYNLT3	ENSG00000165169	ensembl	1	ENSG00000165169
WP4657	22q11.2 copy number variation syndrome	ENSG00000185252	ZNF74	ENSG00000185252	ensembl	1	ENSG00000185252
WP5407	15q11q13 copy number variation	ENSG00000187123	LYPD6	ENSG00000187123	ensembl	1	ENSG00000187123
WP4905	1q21.1 copy number variation syndrome	HMDB0001429	Phosphate, Pi		hmdb	1	HMDB0001429
WP4657	22q11.2 copy number variation syndrome	ENSG00000099942	CRKL	ENSG00000099942	ensembl	1	ENSG00000099942
WP4906	3q29 copy number variation syndrome	ENSG00000073598	FNDC8	ENSG00000073598	ensembl	1	ENSG00000073598
WP5408	15q25 copy number variation	O14617	AP3D1	ENSG00000065000	uniprot	1	O14617
WP3584	MECP2 and associated Rett syndrome	ENSG00000113916	BCL6, BCL6 gene	ENSG00000113916	ensembl	0	ENSG00000113916
WP3584	MECP2 and associated Rett syndrome	ENSG00000102974	CTCF	ENSG00000102974	ensembl	0	ENSG00000102974
WP4657	22q11.2 copy number variation syndrome	ENSG00000149929	HIRIP3	ENSG00000149929	ensembl	1	ENSG00000149929
WP5408	15q25 copy number variation	CHEBI:61977	O-phospho-L-threonine residue		chebi	1	CHEBI:61977
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r127198/Complex/a9a72	Neuronal AP-3
Adaptor complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5408_r127198/Complex/a9a72
WP4657	22q11.2 copy number variation syndrome	MI0017402	hsa-mir-4761	ENSG00000284031	mirbase	1	MI0017402
WP5402	10q22q23 copy number variation	ENSG00000156970	BUB1B	ENSG00000156970	ensembl	1	ENSG00000156970
WP5346	8p23.1 copy number variation syndrome	ENSG00000168487	BMP, BMP1	ENSG00000168487	ensembl	1	ENSG00000168487
WP3584	MECP2 and associated Rett syndrome	ENSG00000114790	ARHGEF26	ENSG00000114790	ensembl	0	ENSG00000114790
WP4906	3q29 copy number variation syndrome	ENSG00000065029	ZNF76	ENSG00000065029	ensembl	1	ENSG00000065029
WP4906	3q29 copy number variation syndrome	ENSG00000161217	PCYT1A	ENSG00000161217	ensembl	1	ENSG00000161217
WP3584	MECP2 and associated Rett syndrome	MIMAT0000449	hsa-miR-146a-5p		mirbase.mature	0	MIMAT0000449
WP4942	15q13.3 copy number variation syndrome	ENSG00000010810	FYN	ENSG00000010810	ensembl	1	ENSG00000010810
WP2781	Signaling by ERBB4	P62987	N6-glycyl-L-lysine-UBA52(1-76), RPL40, UBA52, UBA52(1-128), UBA52(1-76), Ub-11-UBA52(1-76), Ub-48-UBA52(1-76), Ub-6-UBA52(1-76), Ub-63-UBA52(1-76), adenylatedG76-UBA52(1-76)	ENSG00000221983	uniprot	0	P62987
WP4905	1q21.1 copy number variation syndrome	CHEBI:16269	N,N-dimethylaniline		chebi	1	CHEBI:16269
WP4906	3q29 copy number variation syndrome	ENSG00000227375	DLG1-AS1	ENSG00000227375	ensembl	1	ENSG00000227375
WP4875	Disruption of postsynaptic signaling by CNV	57502	NLGN4X	ENSG00000146938	ncbigene	1	57502
WP3584	MECP2 and associated Rett syndrome	MIMAT0000263	hsa-miR-199b-5p		mirbase.mature	0	MIMAT0000263
WP4657	22q11.2 copy number variation syndrome	WP3310	Mitochondrial translation		wikipathways	1	WP3310
WP2781	Signaling by ERBB4	P27986	K63polyUb-PIK3R1, P85A_HUMAN, PI3K, PIK3R1	ENSG00000145675	uniprot	0	P27986
WP4657	22q11.2 copy number variation syndrome	WP558	Blood coagulation, Coagulation disturbances, Coagulaton activation, Complement and  coagulation cascades, Complement and Coagulation Cascades		wikipathways	1	WP558
WP4657	22q11.2 copy number variation syndrome	ENSG00000236670	KRT18P5	ENSG00000236670	ensembl	1	ENSG00000236670
WP4222	Phosphodiesterases in neuronal function	ENSG00000128271	ADORA2A	ENSG00000128271	ensembl	0	ENSG00000128271
WP4906	3q29 copy number variation syndrome	ENSG00000225770	RPS29P3	ENSG00000225770	ensembl	1	ENSG00000225770
WP4932	7q11.23 copy number variation syndrome	ENSG00000141367	CLTC	ENSG00000141367	ensembl	1	ENSG00000141367
WP408	Oxidative stress response	7296	TRXR 1, TRXR1, TXNRD1	ENSG00000198431	ncbigene	0	7296
WP5407	15q11q13 copy number variation	CHEBI:49786	Ni2+		chebi	1	CHEBI:49786
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000197442	MAP3K5, p38MAPK	ENSG00000197442	ensembl	1	ENSG00000197442
WP4222	Phosphodiesterases in neuronal function	HMDB0003540	AMP		hmdb	0	HMDB0003540
WP4657	22q11.2 copy number variation syndrome	ENSG00000168505	GBX2	ENSG00000168505	ensembl	1	ENSG00000168505
WP4932	7q11.23 copy number variation syndrome	ENSG00000116459	ATP5PB	ENSG00000116459	ensembl	1	ENSG00000116459
WP4657	22q11.2 copy number variation syndrome	CHEBI:25094	Lysine, lysine		chebi	1	CHEBI:25094
WP4657	22q11.2 copy number variation syndrome	MI0022661	hsa-mir-6816	ENSG00000278278	mirbase	1	MI0022661
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000023287	FIP200, RB1CC1	ENSG00000023287	ensembl	1	ENSG00000023287
WP408	Oxidative stress response	2878	GPX 3, GPX3	ENSG00000211445	ncbigene	0	2878
WP2781	Signaling by ERBB4	O75376	NCOR1	ENSG00000141027	uniprot	0	O75376
WP408	Oxidative stress response	ENSG00000165168	CYBB, NOX2	ENSG00000165168	ensembl	0	ENSG00000165168
WP4906	3q29 copy number variation syndrome	ENSG00000214097	SMCO1	ENSG00000214097	ensembl	1	ENSG00000214097
WP4657	22q11.2 copy number variation syndrome	ENSG00000100056	ESS2	ENSG00000100056	ensembl	1	ENSG00000100056
WP4657	22q11.2 copy number variation syndrome	ENSG00000206203	TSSK2	ENSG00000206203	ensembl	1	ENSG00000206203
WP4906	3q29 copy number variation syndrome	ENSG00000180370	PAK2, PAK2 gene	ENSG00000180370	ensembl	1	ENSG00000180370
WP4657	22q11.2 copy number variation syndrome	ENSG00000184436	THAP7	ENSG00000184436	ensembl	1	ENSG00000184436
WP408	Oxidative stress response	6667	SP1	ENSG00000185591	ncbigene	0	6667
WP4906	3q29 copy number variation syndrome	ENSG00000114503	NCBP2	ENSG00000114503	ensembl	1	ENSG00000114503
WP4905	1q21.1 copy number variation syndrome	ENSG00000272443	OR13Z2P	ENSG00000272443	ensembl	1	ENSG00000272443
WP4906	3q29 copy number variation syndrome	ENSG00000252174	RNU7-18P	ENSG00000252174	ensembl	1	ENSG00000252174
WP5346	8p23.1 copy number variation syndrome	ENSG00000137462	TLR2	ENSG00000137462	ensembl	1	ENSG00000137462
WP4932	7q11.23 copy number variation syndrome	ENSG00000225969	ABHD11-AS1	ENSG00000225969	ensembl	1	ENSG00000225969
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000165215	CLDN3	ENSG00000165215	ensembl	1	ENSG00000165215
WP5402	10q22q23 copy number variation	HMDB0001358	Retinal, Retinal Vitamin A aldehyde, all-trans Retinal		hmdb	1	HMDB0001358
WP4932, WP4942	15q13.3 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:15355	AcCho, Acetylcholine, O-acetylcholine, O-acetylcholine [clathrin-sculpted acetylcholine transport vesicle lumen]		chebi	1	CHEBI:15355
WP4657	22q11.2 copy number variation syndrome	PF00804	Syntaxin		pfam	1	PF00804
WP3584	MECP2 and associated Rett syndrome	ENSG00000152192	BRN3	ENSG00000152192	ensembl	0	ENSG00000152192
WP5406	13q12.12 copy number variation	ENSG00000131323	TRAF3	ENSG00000131323	ensembl	1	ENSG00000131323
WP4657	22q11.2 copy number variation syndrome	CHEBI:16176	Ornithine		chebi	1	CHEBI:16176
WP4932	7q11.23 copy number variation syndrome	ENSG00000171953	ATPAF2	ENSG00000171953	ensembl	1	ENSG00000171953
WP4906	3q29 copy number variation syndrome	ENSG00000005810	MYCBP2	ENSG00000005810	ensembl	1	ENSG00000005810
WP4932	7q11.23 copy number variation syndrome	ENSG00000105989	WNT2	ENSG00000105989	ensembl	1	ENSG00000105989
WP4906	3q29 copy number variation syndrome	CHEBI:58779	CDP-choline, CDP-choline(1−)		chebi	1	CHEBI:58779
WP5407	15q11q13 copy number variation	ENSG00000185115	NSMCE3	ENSG00000185115	ensembl	1	ENSG00000185115
WP3584	MECP2 and associated Rett syndrome	ENSG00000138685	FGF2, FGF2 gene	ENSG00000138685	ensembl	0	ENSG00000138685
WP2781	Signaling by ERBB4	ENSG00000123933	MXD4 gene	ENSG00000123933	ensembl	0	ENSG00000123933
WP4905	1q21.1 copy number variation syndrome	CHEBI:30879	Alcohol, Substrate-OH, an alcohol		chebi	1	CHEBI:30879
WP4657	22q11.2 copy number variation syndrome	ENSG00000099937	SERPIND1	ENSG00000099937	ensembl	1	ENSG00000099937
WP4932	7q11.23 copy number variation syndrome	ENSG00000141867	BRD4	ENSG00000141867	ensembl	1	ENSG00000141867
WP4932	7q11.23 copy number variation syndrome	ENSG00000232415	ELN-AS1	ENSG00000232415	ensembl	1	ENSG00000232415
WP2781	Signaling by ERBB4	P01133	EGF, Pro-EGF	ENSG00000138798	uniprot	0	P01133
WP5346	8p23.1 copy number variation syndrome	ENSG00000121552	CSTA	ENSG00000121552	ensembl	1	ENSG00000121552
WP408	Oxidative stress response	4257	MGST1	ENSG00000008394	ncbigene	0	4257
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000005339	CBP, CREBBP	ENSG00000005339	ensembl	1	ENSG00000005339
WP2781	Signaling by ERBB4	Q92542	NCSTN	ENSG00000162736	uniprot	0	Q92542
WP4905	1q21.1 copy number variation syndrome	ENSG00000181929	PRKAG1	ENSG00000181929	ensembl	1	ENSG00000181929
WP4657	22q11.2 copy number variation syndrome	ENSG00000188280	FAM230G	ENSG00000188280	ensembl	1	ENSG00000188280
WP2781	Signaling by ERBB4	R-HSA-1254397	ERBB4s80:ESR1:estrogen		reactome	0	R-HSA-1254397
WP5402	10q22q23 copy number variation	http://rdf.wikipathways.org/Pathway/WP5402_r127208/Complex/af585	Nuclear mitotic cohesin complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5402_r127208/Complex/af585
WP4657	22q11.2 copy number variation syndrome	ENSG00000070413	DGCR2	ENSG00000070413	ensembl	1	ENSG00000070413
WP2781	Signaling by ERBB4	P12931	MyrG,p-Y530-SRC, MyrG-SRC, MyrG-p-Y419-SRC, SRC, Src, c-Src, p-Y416-SRC, p-Y419-SRC	ENSG00000197122	uniprot	0	P12931
WP4657	22q11.2 copy number variation syndrome	MIMAT0005877	hsa-mir-1286		mirbase.mature	1	MIMAT0005877
WP5407	15q11q13 copy number variation	Q8N140	EID3	ENSG00000255150	uniprot	1	Q8N140
WP4657	22q11.2 copy number variation syndrome	ENSG00000128191	DGCR8	ENSG00000128191	ensembl	1	ENSG00000128191
WP4905	1q21.1 copy number variation syndrome	ENSG00000132356	AMPK, AMPK1, AMPKa1, PRKAA1	ENSG00000132356	ensembl	1	ENSG00000132356
WP408	Oxidative stress response	6648	SOD2	ENSG00000291237	ncbigene	0	6648
WP5346	8p23.1 copy number variation syndrome	CHEBI:157695	3'-end 2'-deoxyribonucleotide- (2,3-dehydro-2,3-deoxyribose  5'-phosphate)-DNA		chebi	1	CHEBI:157695
WP4942	15q13.3 copy number variation syndrome	ENSG00000277031	RN7SL796P	ENSG00000277031	ensembl	1	ENSG00000277031
WP2781	Signaling by ERBB4	R-HSA-8954171	ERBB4s80:TAB2:NCOR1:GFAP gene		reactome	0	R-HSA-8954171
WP4875, WP5408	15q25 copy number variation, Disruption of postsynaptic signaling by CNV	ENSG00000152822	GRM1	ENSG00000152822	ensembl	1	ENSG00000152822
WP5408	15q25 copy number variation	CHEBI:58165	cAMP		chebi	1	CHEBI:58165
WP4906	3q29 copy number variation syndrome	ENSG00000163959	SLC51A	ENSG00000163959	ensembl	1	ENSG00000163959
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000144554	FANCD2, FANCD2 Gene	ENSG00000144554	ensembl	1	ENSG00000144554
WP4906	3q29 copy number variation syndrome	ENSG00000089159	PXN	ENSG00000089159	ensembl	1	ENSG00000089159
WP5402	10q22q23 copy number variation	ENSG00000121892	PDS5A	ENSG00000121892	ensembl	1	ENSG00000121892
WP4906, WP5408	15q25 copy number variation, 3q29 copy number variation syndrome	CHEBI:29999	L-serine residue		chebi	1	CHEBI:29999
WP408	Oxidative stress response	3726	JUN, JUNB	ENSG00000171223	ncbigene	0	3726
WP3584, WP4906	3q29 copy number variation syndrome, MECP2 and associated Rett syndrome	ENSG00000142208	AKT, AKT1, AKT1 gene, Akt1, PKB/AKT	ENSG00000142208	ensembl	1	ENSG00000142208
WP2781	Signaling by ERBB4	R-HSA-1170546	Prolactin receptor signaling		reactome	0	R-HSA-1170546
WP2781	Signaling by ERBB4	R-HSA-8954204	ERBB4s80:ESR1:estrogen:PGR gene		reactome	0	R-HSA-8954204
WP4932	7q11.23 copy number variation syndrome	ENSG00000091140	DLD	ENSG00000091140	ensembl	1	ENSG00000091140
WP4932	7q11.23 copy number variation syndrome	ENSG00000213024	NUP62	ENSG00000213024	ensembl	1	ENSG00000213024
WP5407	15q11q13 copy number variation	ENSG00000179938	GOLGA8J	ENSG00000179938	ensembl	1	ENSG00000179938
WP2781	Signaling by ERBB4	P02649	APOE, Apo E, E, p-APOE	ENSG00000130203	uniprot	0	P02649
WP4906	3q29 copy number variation syndrome	ENSG00000272359	RNU4-89P	ENSG00000272359	ensembl	1	ENSG00000272359
WP5406	13q12.12 copy number variation	ENSG00000101400	SNTA1	ENSG00000101400	ensembl	1	ENSG00000101400
WP5406	13q12.12 copy number variation	ENSG00000082512	TRAF5	ENSG00000082512	ensembl	1	ENSG00000082512
WP4657	22q11.2 copy number variation syndrome	268	Notch signalling		wikipathways	1	268
WP5346	8p23.1 copy number variation syndrome	ENSG00000184608	C8orf12	ENSG00000184608	ensembl	1	ENSG00000184608
WP4942	15q13.3 copy number variation syndrome	ENSG00000274424	RN7SL196P	ENSG00000274424	ensembl	1	ENSG00000274424
WP4657	22q11.2 copy number variation syndrome	Q189101	Proliferation, cellular proliferation		wikidata	1	Q189101
WP4657, WP4932, WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:14321	Glutamate, glutamate		chebi	1	CHEBI:14321
WP4657	22q11.2 copy number variation syndrome	ENSG00000217261	POM121L4P	ENSG00000217261	ensembl	1	ENSG00000217261
WP4657	22q11.2 copy number variation syndrome	ENSG00000114388	NPRL2	ENSG00000114388	ensembl	1	ENSG00000114388
WP4905	1q21.1 copy number variation syndrome	ENSG00000115592	PRKAG3	ENSG00000115592	ensembl	1	ENSG00000115592
WP5407	15q11q13 copy number variation	ENSG00000140525	FANCI, FANCI Gene	ENSG00000140525	ensembl	1	ENSG00000140525
WP4906	3q29 copy number variation syndrome	ENSG00000138036	DYNC2LI1	ENSG00000138036	ensembl	1	ENSG00000138036
WP2781	Signaling by ERBB4	ENSG00000082175	PGR, PGR gene	ENSG00000082175	ensembl	0	ENSG00000082175
WP5407	15q11q13 copy number variation	ENSG00000118900	UBN1	ENSG00000118900	ensembl	1	ENSG00000118900
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000085978	ATG16L, ATG16L1	ENSG00000085978	ensembl	1	ENSG00000085978
WP4657, WP5346	22q11.2 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000181856	GATA4, GLUT1, GLUT4, SLC2A4, SLC2A4 gene (GLUT4 gene)	ENSG00000181856	ensembl	1	ENSG00000181856
WP4657	22q11.2 copy number variation syndrome	ENSG00000184702	SEPTIN5	ENSG00000184702	ensembl	1	ENSG00000184702
WP4932	7q11.23 copy number variation syndrome	ENSG00000132646	PCNA, PCNA gene	ENSG00000132646	ensembl	1	ENSG00000132646
WP3584	MECP2 and associated Rett syndrome	MIMAT0000421	hsa-miR-122-5p		mirbase.mature	0	MIMAT0000421
WP4875, WP5402, WP5407	10q22q23 copy number variation, 15q11q13 copy number variation, Disruption of postsynaptic signaling by CNV	CHEBI:29108	Ca 2+, Ca(2+), Ca++, Ca+2, Ca2+, Ca2+ efflux, Calcium, [Ca2+]i, calcium, calcium(2+)		chebi	1	CHEBI:29108
WP2781	Signaling by ERBB4	CHEBI:18348	PI(4,5)P2, PIP2, Phosphatidylinositol 4,5-bisphosphate, Phosphatidylinositol-4,5-bisphosphate [PIP2(4',5')], PtdIns(4,5)P2		chebi	0	CHEBI:18348
WP2781	Signaling by ERBB4	R-HSA-1251980	ERBB4s80		reactome	0	R-HSA-1251980
WP5346	8p23.1 copy number variation syndrome	ENSG00000003987	MTMR7	ENSG00000003987	ensembl	1	ENSG00000003987
WP4083	Reelin signaling pathway	P06241	FYN, MyrG-p-Y420-FYN, MyrG2-PalmC3,6-FYN, p-S21,Y420-FYN, p-Y420-FYN, p-Y531-FYN	ENSG00000010810	uniprot	0	P06241
WP4657	22q11.2 copy number variation syndrome	CHEBI:28300	Glu, Glutamine, glutamine		chebi	1	CHEBI:28300
WP4906, WP5408	15q25 copy number variation, 3q29 copy number variation syndrome	CHEBI:83421	O-phospho-L-serine residue, O-phospho-L-serine(2−) residue		chebi	1	CHEBI:83421
WP2781	Signaling by ERBB4	R-HSA-1250373	PI3K:p-ERBB4cyt1		reactome	0	R-HSA-1250373
WP2781	Signaling by ERBB4	Q14582	MXD4	ENSG00000123933	uniprot	0	Q14582
WP4222	Phosphodiesterases in neuronal function	ENSG00000129467	ADCY4	ENSG00000129467	ensembl	0	ENSG00000129467
WP4083	Reelin signaling pathway	O75553	DAB1, p-Y198,220,232-DAB1	ENSG00000173406	uniprot	0	O75553
WP4906	3q29 copy number variation syndrome	ENSG00000185485	SDHAP1	ENSG00000185485	ensembl	1	ENSG00000185485
WP2781	Signaling by ERBB4	R-HSA-1250343	p-Y349,350-SHC1:p-ERBB4		reactome	0	R-HSA-1250343
WP2781	Signaling by ERBB4	R-HSA-1977956	ERBB4:EGFR heterodimer		reactome	0	R-HSA-1977956
WP4932, WP5412	7q11.23 copy number variation syndrome, 8q11.23 (RB1CC1) copy number variation	ENSG00000177169	ULK1	ENSG00000177169	ensembl	1	ENSG00000177169
WP4657, WP5402	10q22q23 copy number variation, 22q11.2 copy number variation syndrome	ENSG00000148672	GLUD1	ENSG00000148672	ensembl	1	ENSG00000148672
WP4905, WP4942	15q13.3 copy number variation syndrome, 1q21.1 copy number variation syndrome	CHEBI:16991	DNA, Double-stranded DNA, dsDNA		chebi	1	CHEBI:16991
WP4905	1q21.1 copy number variation syndrome	ENSG00000268043	NBPF12	ENSG00000268043	ensembl	1	ENSG00000268043
WP4657	22q11.2 copy number variation syndrome	ENSG00000128185	DGCR6L	ENSG00000128185	ensembl	1	ENSG00000128185
WP4657	22q11.2 copy number variation syndrome	ENSG00000171791	BCL-2, BCL2, BCL2 Anti-apoptotic, BCL2 gene, BCLXL, Bcl-2	ENSG00000171791	ensembl	1	ENSG00000171791
WP4222	Phosphodiesterases in neuronal function	ENSG00000185527	PDE6G	ENSG00000185527	ensembl	0	ENSG00000185527
WP4906	3q29 copy number variation syndrome	ENSG00000232065	LINC01063	ENSG00000232065	ensembl	1	ENSG00000232065
WP2781	Signaling by ERBB4	P16949	STMN1	ENSG00000117632	uniprot	0	P16949
WP5399	NPHP1 deletion syndrome	ENSG00000136068	FLNB	ENSG00000136068	ensembl	0	ENSG00000136068
WP2781	Signaling by ERBB4	R-HSA-1253347	ERBB4s80:YAP1		reactome	0	R-HSA-1253347
WP408	Oxidative stress response	6649	SOD3	ENSG00000109610	ncbigene	0	6649
WP4222	Phosphodiesterases in neuronal function	ENSG00000171408	PDE7B	ENSG00000171408	ensembl	0	ENSG00000171408
WP4657	22q11.2 copy number variation syndrome	ENSG00000242876	RN7SL812P	ENSG00000242876	ensembl	1	ENSG00000242876
WP4657	22q11.2 copy number variation syndrome	ENSG00000187553	CYP26C1	ENSG00000187553	ensembl	1	ENSG00000187553
WP4905	1q21.1 copy number variation syndrome	ENSG00000236806	RPL7AP15	ENSG00000236806	ensembl	1	ENSG00000236806
WP5408	15q25 copy number variation	ENSG00000169609	C15orf40	ENSG00000169609	ensembl	1	ENSG00000169609
WP3584	MECP2 and associated Rett syndrome	MIMAT0000232	hsa-miR-199a-3p		mirbase.mature	0	MIMAT0000232
WP4906	3q29 copy number variation syndrome	CHEBI:29033	Fe(II)-cytochrome b5, Fe2+, Iron(2+), iron, iron(2+)		chebi	1	CHEBI:29033
WP4932	7q11.23 copy number variation syndrome	http://rdf.wikipathways.org/Pathway/WP4932_r126861/Complex/fefce	B-WICH chromatin remodelling complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP4932_r126861/Complex/fefce
WP4657	22q11.2 copy number variation syndrome	ENSG00000133794	ARNTL, ARNTL gene, BMAL1	ENSG00000133794	ensembl	1	ENSG00000133794
WP4905	1q21.1 copy number variation syndrome	ENSG00000286172	RNVU1-8	ENSG00000286172	ensembl	1	ENSG00000286172
WP4942	15q13.3 copy number variation syndrome	Q1159221	Alpha-Bungarotoxin		wikidata	1	Q1159221
WP4906	3q29 copy number variation syndrome	ENSG00000136937	NCBP1	ENSG00000136937	ensembl	1	ENSG00000136937
WP4906	3q29 copy number variation syndrome	ENSG00000135837	CEP350	ENSG00000135837	ensembl	1	ENSG00000135837
WP4932	7q11.23 copy number variation syndrome	ENSG00000126803	HSPA2	ENSG00000126803	ensembl	1	ENSG00000126803
WP3584	MECP2 and associated Rett syndrome	ENSG00000130005	GAMT, GAMT gene	ENSG00000130005	ensembl	0	ENSG00000130005
WP2781	Signaling by ERBB4	R-HSA-113595	Ub		reactome	0	R-HSA-113595
WP4222	Phosphodiesterases in neuronal function	ENSG00000173175	ADCY5	ENSG00000173175	ensembl	0	ENSG00000173175
WP2781	Signaling by ERBB4	R-HSA-9612613	GABRA1 heteropentamers:GABA		reactome	0	R-HSA-9612613
WP3584, WP5398	MECP2 and associated Rett syndrome, NRXN1 deletion syndrome	ENSG00000125675	GRIA3	ENSG00000125675	ensembl	0	ENSG00000125675
WP4932	7q11.23 copy number variation syndrome	ENSG00000006704	GTF2IRD1	ENSG00000006704	ensembl	1	ENSG00000006704
WP2781	Signaling by ERBB4	Q07889	SOS1, Sos, p-4S-SOS1	ENSG00000115904	uniprot	0	Q07889
WP4222, WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000105464	GRIN2D	ENSG00000105464	ensembl	1	ENSG00000105464
WP4657, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome	ENSG00000115310	RTN4	ENSG00000115310	ensembl	1	ENSG00000115310
WP3584, WP5398	MECP2 and associated Rett syndrome, NRXN1 deletion syndrome	ENSG00000152578	GRIA4	ENSG00000152578	ensembl	0	ENSG00000152578
WP2781	Signaling by ERBB4	P01116-2	S-Farn-Me KRAS4B		uniprot	0	P01116-2
WP4932	7q11.23 copy number variation syndrome	CHEBI:16680	2 * SAH, AdoHcy, S-Adenosylhomocysteine, S-adenosyl-L-homocysteine, SAH		chebi	1	CHEBI:16680
WP5408	15q25 copy number variation	ENSG00000121274	TENT4B	ENSG00000121274	ensembl	1	ENSG00000121274
WP4657	22q11.2 copy number variation syndrome	ENSG00000189056	RELN	ENSG00000189056	ensembl	1	ENSG00000189056
WP4940	15q11.2 copy number variation syndrome	ENSG00000128159	TUBGCP6	ENSG00000128159	ensembl	1	ENSG00000128159
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000186399	GOLGA8R	ENSG00000186399	ensembl	1	ENSG00000186399
WP4657	22q11.2 copy number variation syndrome	CHEBI:545959	HVA, Homovanillic acid		chebi	1	CHEBI:545959
WP4932	7q11.23 copy number variation syndrome	ENSG00000207741	MIR590	ENSG00000207741	ensembl	1	ENSG00000207741
WP5346	8p23.1 copy number variation syndrome	CHEBI:16044	L-methionyl-[protein]		chebi	1	CHEBI:16044
WP5407	15q11q13 copy number variation	Q96SB8	SMC6	ENSG00000163029	uniprot	1	Q96SB8
WP5402	10q22q23 copy number variation	ENSG00000185737	NRG3	ENSG00000185737	ensembl	1	ENSG00000185737
WP5346	8p23.1 copy number variation syndrome	CHEBI:58349	NAD(P)+, NADP, NADP trianion, NADP+		chebi	1	CHEBI:58349
WP4222	Phosphodiesterases in neuronal function	ENSG00000113231	PDE8B	ENSG00000113231	ensembl	0	ENSG00000113231
WP5346	8p23.1 copy number variation syndrome	ENSG00000139505	MTMR6	ENSG00000139505	ensembl	1	ENSG00000139505
WP3584	MECP2 and associated Rett syndrome	ENSG00000196132	EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1	ENSG00000196132	ensembl	0	ENSG00000196132
WP4657	22q11.2 copy number variation syndrome	Q994741	nuclear transport		wikidata	1	Q994741
WP4657	22q11.2 copy number variation syndrome	ENSG00000281548	LINC00895	ENSG00000281548	ensembl	1	ENSG00000281548
WP5406	13q12.12 copy number variation	ENSG00000252695	MIR2276	ENSG00000252695	ensembl	1	ENSG00000252695
WP4657	22q11.2 copy number variation syndrome	ENSG00000161671	EMC10	ENSG00000161671	ensembl	1	ENSG00000161671
